title,contents,page_url,char_count,word_count
Maintaining group permissions throughout the GWS,"In order to maintain the group permissions throughout the GWS the highest
level directory has the ""sticky bit"" set. This means that the default group
for all files and directories created within the GWS will be the relevant
`gws_*` access group. This is particularly useful to enable data within the
GWS to be shared amongst collaborators. If users have a specific need to
modify the group permissions they can do so using ""chgrp"" command.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/managing-a-gws#maintaining-group-permissions-throughout-the-gws,440,74
Making directory contents writable by other members of the GWS,"If a user wishes to make their files/directories writable by others in the GWS
they can follow the procedure here using the ""umask"" command:
Make a directory (and set it the permission so that the group can read/write
to it):
{{<command user=""user"" host=""sci-vm-01"">}}
mkdir --mode=u+rwx,g+rws,o-rwx testdir
ls -l testdir
(out)drwxrws--- 2 jdoe gws_cedaproc 4096 Jan 26 14:36 testdir
{{</command>}}
Or (as separate steps):
{{<command user=""user"" host=""sci-vm-01"">}}
mkdir testdir
chgrp g+rws testdir
chgrp o-rwx testdir
ls -l testdir
(out)drwxrws--- 2 jdoe gws_cedaproc 4096 Jan 26 14:36 testdir
{{</command>}}
However, please also see {{<link ""#security"" />}}, below (and make sure your users are aware of this).
Check your umask:
{{<command user=""user"" host=""sci-vm-01"">}}
umask
(out)0022
{{</command>}}
Modify your ""umask"" so that any new file or directory that you create will be
writable anyone with the group permission:
{{<command user=""user"" host=""sci-vm-01"">}}
umask 002
touch testdir/newfile
ls -l testdir
(out)-rw-rw-r-- 1 jdoe gws_cedaproc 0 Jan 26 14:39 newfile
{{</command>}}
If you want the `umask` setting to persist, you should set it for yourself in your `~/.bashrc` file, and advise your users to do the same.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/managing-a-gws#making-directory-contents-writable-by-other-members-of-the-gws,1229,180
"Quota, resource allocation and GWS lifetime","The overall usage of a GWS can be determined with the `df` (SOF) or `pan_df`
(PFS) command:
{{<command user=""user"" host=""sci-vm-01"">}}
pan_df -H /gws/pw/j07/workshop/
(out)Filesystem             				Size   Used  Avail Use% Mounted on
(out)panfs://panmanager03.jc.rl.ac.uk/gws/pw/j07     2.6T    16G   2.6T   1% /gws/pw/j07/workshop/
df -H  /gws/nopw/j04/ncas_generic
(out)Filesystem                                      Size   Used  Avail Use% Mounted on
(out)quobyte@sds.jc.rl.ac.uk/gws_ncas_generic        83T    80T   3.4T  96% /gws/nopw/j04/ncas_generic
{{</command>}}
For PFS (paths beginning `/gws/pw/j07/*`), the raw capacity of the GWS is 2.6TB (measured in TB,
defined using powers of 10), but to obtain space available to users this
should be **divided by roughly 1.3**, resulting in around 2TB of free space. Of
this, 16GB is currently in use. The factor of 1.3 can depend on the number of
small files stored in the GWS because lots of small files take up more space
than expected. 
For SOF (paths beginning `/gws/nopw/j04/*`), the value reported by `df -H` is the usable size.
A summary of specific sections of a GWS can be determined using `pan_du -sh \<di\r>` (PFS), and `du -sh --si --apparent-size \<dir\>` (SOF). Set the
`--apparent-size` flag to get an accurate size.
Similarly, you can use the `find` command together with `-atime` or `-mtime` to locate
files accessed or modified more than a certain length of time ago. For
example, to find files which were accessed more than 1 year ago:
find /gws/nopw/j04/upscale/cache -type f -atime +365
**However**, this can
- consume significant system resources in running the `du` command, for a long time, and
- fail due to permission issues (as a regular user, you can't always ""see"" down all the directory branches)
...So we provide some tools to help with this:
1. The {{<link ""gws-scanner"">}}GWS Scanner{{</link>}} runs this for you, centrally, on a roughly 2-week cycle, and stores all the output in a database from which results can be visualised in the {{<link ""gws-scanner-ui"">}}GWS Scanner User Interface{{</link>}}.
1. There is also a live view of GWSs and the available space left on the {{< link ""https://mon.jasmin.ac.uk"" >}}JASMIN Dashboard{{</link>}}. The “JASMIN Storage” tab shows many
JASMIN storage volumes with information about current usage.
**So please don't run large `du` or `find` jobs yourself, as this will be duplicating something already running in the background.**
As a GWS Manager
you will receive e-mails summarising the usage and contents of the GWS. If you
wish for additional directories to be scanned and summarised please add these
to the [GWS scanner configuration]({{% ref ""gws-scanner"" %}}).
The typical lifetime of a GWS is 3 years. All GWS managers are expected to
actively manage the space during its lifetime and plan for the eventual
reclamation of the space by deleting and migrating data to other locations.
Typically, less-frequently-used data might be written to Elastic Tape (see below) and some final
outputs would be curated in the CEDA Archive. In the latter case please note
that you should discuss the requirements with the CEDA Archive team via the
CEDA Helpdesk, ideally before the project starts.
","https://help.jasmin.ac.uk/docs/short-term-project-storage/managing-a-gws#quota,-resource-allocation-and-gws-lifetime",3220,484
Migrating data to tape,"Proactive data management is an important part of providing an effective GWS.
We recommend that the GWS Manager discusses use of the space with the project
team to ensure that the use of disk and tape are being optimised. This may
involve use of the [Elastic Tape system]({{% ref ""secondary-copy-using-elastic-tape"" %}})
for backup or data migration (from disk to tape).
",https://help.jasmin.ac.uk/docs/short-term-project-storage/managing-a-gws#migrating-data-to-tape,371,60
Requesting a change to the GWS size,"Although it is helpful to provide the best estimate of required allocation at
the time of initially requesting the GWS, a GWS Manager may request a change
in size (increase or decrease) of the GWS during its lifetime. We would
positively encourage you to be honest about your requirements so that others
can make use of this expensive resource if you are not using it until later in
your project, or if you no longer require all the space you originally
requested.
Requests for an increase in GWS size will be considered by the Consortium
Manager with responsibility for managing an overall allocation to that
particular scientific community. See 
[Requesting Resources]({{% ref ""requesting-resources"" %}}). Depending on available resources and competing
demand, it may not always be possible to increase the allocation, and you may
be asked to move data to Elastic Tape to free up disk space.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/managing-a-gws#requesting-a-change-to-the-gws-size,894,147
Security,"User account security is very important in a multi-user environment such as
JASMIN. As a GWS Manager you have a responsibility to users of your GWS but
also to all other GWS users in helping to maintain a safe and secure system in
which productive scientific work can be done. There is a strict policy of one-
user-one-key, and on no account must any user make use of the SSH key of
another user to gain access to any part of the JASMIN infrastructure. Private
keys MUST be protected by a strong passphrase. Please encourage adherence to
these rules by users of your GWS. Any infringements may be dealt with swiftly
by removal of user access. No offensive, obscene or otherwise unauthorised
data may be stored in the GWS or anywhere else within JASMIN. Users should not
store any data of a personal or sensitive nature in the GWS.
{{< alert type=""danger"" >}}
Do not set, or allow your users to set, open permissions on files or directories.
By this we mean permissions where data are ""world-writable"" by anyone, for example
`-rw-rw-rw-` for a file, or **<< DON'T USE THESE!!**<br>
`drwxrwxrwx` for a directory. **<< OR THESE!!**
We provide a UNIX a group corresponding to each group workspace, which all members of that GWS belong to: this enables sharing within the group if you set permissions appropriately using that group. If you are unsure about setting permissions, please ask the helpdesk.
{{< /alert >}}
",https://help.jasmin.ac.uk/docs/short-term-project-storage/managing-a-gws#security,1413,244
Keeping informed,"Please maintain contact throughout the life of the GWS via the following
channels:
- Using the {{< link ""https://mon.jasmin.ac.uk"" >}}JASMIN Dashboard{{</link>}} to check on the status of your GWS (used versus available space).
- Email alerts from the system when the GWS reaches >83% full
- Email from the CEDA/JASMIN team
- News articles on the CEDA or JASMIN websites and by monitoring CEDA social media feeds which may be used to post messages regarding system status or security. 
  - {{< link ""ceda_site"" >}}CEDA Website{{</link>}}
  - {{< link ""https://twitter.com/cedanews"" >}}CEDA News on Twitter{{</link>}}
If you are aware that a user who has access to your GWS leaves your project
or, for whatever reason, no longer needs to be a member of the GWS, please let
the [JASMIN Helpdesk](mailto:support@jasmin.ac.uk) know either by email or via
the beacon, lower right on this page. Arrangements may need to be made to
transfer the ownership of files and/or directories to another member of the
GWS to ensure continued access to the data.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/managing-a-gws#keeping-informed,1045,168
What is the XFC?,"The Transfer Cache (XFC) provides a large area of temporary storage for
users of JASMIN to store large files and/or a large volume of files on a
short-term basis.
Users are granted a quota of space in their user area on the temporary
storage. When users exceed their quota some of their files will be deleted
automatically.
Users interact with the XFC in two ways:
  1. to initialise their user area, and to get information about their quota, a [command-line client]({{% ref ""install-xfc-client"" %}}) is used.
  2. to move data in and out of their user area, the standard UNIX command-line tools (cp, mkdir, rm, mv, rsync, etc.) are used.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/xfc#what-is-the-xfc?,639,110
Quotas,"XFC has two different types of quota. The first is the ""hard quota"" (HQ). This
is the absolute maximum volume of data that can be stored in the user area.
This is expressed in TB (terabytes).
The second type of quota is the ""temporal quota"" (TQ). This is expressed in
units of TB day (terabyte days), and has a time component as well as a data
volume component. For an individual file, the TQ for that file is the product
of the size of the file and the number of days the file has been in the user
area. As an example, if the user moves a 2TB file into their area, after 24
hours it will have used 2TB days of the TQ. After 48 hours it will have used
4TB days and after 1 week it will have used 14TB days.
Finally, any file in the XFC can have a maximum persistence of 365 days. i.e.
if a file is in XFC for more than one year then it will be deleted by the
automatic deletion.
{{<image src=""img/docs/xfc/file-7mwfbT5NdE.png"" caption="""">}}
The above figure shows an example of the quota system in use. The red line
shows the temporal quota used (TQ) and the blue line shows the hard quota
(HQ).
- The user initialises their XFC.
- On day **5** , the user copies a 1 TB file into their XFC
- For the next 4 weeks (on days **12** , **19** , **26** and **31** ) the user copies in another 1 TB file
- The TQ steadily grows until on day **79** it has reached its limit of 300TB days, the first 1TB file is deleted
- On day **98** another 1TB file is deleted
- On day **120** , the user copies 10TB into their XFC
- On days **122** , **130** and **140** the 1TB files that were copied in on days **19** , **26** and **31** are deleted.
- On day **151** , the 10TB file is deleted.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/xfc#quotas,1677,334
Default Quota values:,"The default Hard Quota (HQ) is 10 TB
The default Time Quota (TQ) is 300 TB
So you could store 10TB of data for 30 days before risking the deletion of
data.
Additionally, an overall time limit of 365 days is set for ALL data stored by
a given user. You cannot store any data, no matter how small, for longer than
365 days.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/xfc#default-quota-values:,322,64
Automatic deletion,"If users exceed either their temporal quota or hard quota, then files in their
user area will be deleted automatically. The deletion process will delete as
many files as necessary to bring the amount of HQ and TQ below the quotas
allocated to the user. Files will be deleted on an age basis. Those files that
were copied into the user area first will be deleted first, with newer files
deleted after these.
The user can be notified which files will be deleted if they switch the option
to be notified on and supply an email address in the XFC client. Files will be
deleted 24 hours after the notification.
If a file is modified between the notification and the scheduled deletion (24
hours later) then the file will not be deleted. However, the automatic
deletion is relentless and it will choose some other file to delete instead.
XFC is not designed as permanent storage and the automatic deletion process
has been designed to discourage long term storage of files on it.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/xfc#automatic-deletion,974,172
Using XFC,"JASMIN provides access to XFC via a command-line client: `xfc`
Once [installed]({{% ref ""install-xfc-client"" %}}) into your `$HOME`
directory (using one of the `sci` servers), the `xfc` client can be run on
either the `sci` (`sci*.jasmin.ac.uk`) or `xfer` (`xfer*.jasmin.ac.uk`)
servers, but should NOT be run on the high-performance transfer servers
`hpxfer*.jasmin.ac.uk`.
The client is used only for interacting with the service, but is not needed
for accessing the storage it provides. The storage provided is mounted in most
places across JASMIN: the path to your XFC volume is returned by the client in
one of the steps shown below.
Users are expected to use the [xfer servers]({{% ref ""transfer-servers"" %}})
or a high-performance data transfer service to do any data transfers either
within or in/out of JASMIN. This reduces the load on the `sci` servers which
are for general-purpose interactive computing.
The `xfc` client is used to initialise and then query the status (quota,
scheduled deletions etc) of a user's XFC storage volume:
  1. To see all the available options: `xfc -h`
  2. To initialise your user area: `xfc init`
{{<command user=""user"" host=""sci-vm-01"">}}
xfc init
(out)** SUCCESS ** - user initiliazed with:
(out)username: username  
(out)email: user.name@stfc.ac.uk  
(out)quota: 300TB  
(out)path: /work/xfc/vol1/user_cache/username
{{</command>}}
The `path` is the path on the JASMIN system to the user area. Data can be
copied here using standard UNIX command-line tools cp, mv, rsync.
Subdirectories can be created using mkdir. Change read/write permissions on
the directories and files using `chmod`, etc. The user area is just a standard
POSIX directory and so any POSIX commands can be used on it.
  3. To get the user area path again: 
{{<command user=""user"" host=""sci-vm-01"">}}
xfc path
(out)/work/xfc/vol1/user_cache/username
{{</command>}}
  4. To set the user email for notifications: 
{{<command user=""user"" host=""sci-vm-01"">}}
xfc email --email=user.name@stfc.ac.uk
(out)** SUCCESS ** - user email updated to: user.name@stfc.ac.uk
{{</command>}}
  5. To query the email set for the user: `xfc email`
{{<command user=""user"" host=""sci-vm-01"">}}
xfc email
(out)user.name@stfc.ac.uk
{{</command>}}
  6. To switch deletion notifications on / off:
{{<command user=""user"" host=""sci-vm-01"">}}
xfc notify
(out)** SUCCESS ** - user notifcations updated to: on
{{</command>}}
  7. To see remaining quota:
{{<command user=""user"" host=""sci-vm-01"">}}
xfc quota
(out)------------------------
(out)Quota for user: username 
(out)------------------------
(out)Temporal Quota (TQ)
(out)  Used : 1.7 TB  
(out)  Allocated : 300.0 TB
(out)  Remaining : 298.3 TB
(out)------------------------  
(out)Hard Quota (HQ)
(out)  Used      : 444.9 GB  
(out)  Allocated : 40.0 TB  
(out)  Remaining : 39.6 TB
{{</command>}}
  8. To see which files are scheduled for deletion:
{{<command user=""user"" host=""sci-vm-01"">}}
xfc schedule
(out)No files scheduled for deletion
{{</command>}}
  9. To list the files in your user area:
{{<command user=""user"" host=""sci-vm-01"">}}
xfc list
(out)user_cache/username/historical/.ftpaccess 
(out)user_cache/username/historical/00README_catalogue_and_licence.txt 
(out)user_cache/username/historical/day/atmos/day/r1i1p1/COPY_CURRENT_20150326.txt
{{</command>}}
Pattern matching can be used to search for a file. This is just a simple
substring search, e.g. `r1i1p1_19500101-19541231.nc`
{{<command user=""user"" host=""sci-vm-01"">}}
xfc list -m r1i1p1_19500101-19541231.nc
(out)user_cache/username/historical/day/atmos/day/r1i1p1/v20120907/va/va_day_CMCC-CESM_historical_r1i1p1_19500101-19541231.nc
(out)user_cache/username/historical/day/atmos/day/r1i1p1/v20120907/rsds/rsds_day_CMCC-CESM_historical_r1i1p1_19500101-19541231.nc
(out)user_cache/username/historical/day/atmos/day/r1i1p1/v20120907/prc/prc_day_CMCC-CESM_historical_r1i1p1_19500101-19541231.nc
{{</command>}}
File names are given relative to the `user_cache/` directory. To list the
full file path use the `-f` list option:
{{<command user=""user"" host=""sci-vm-01"">}}
xfc list -f
{{</command>}}
  10. To predict when the files will be deleted, if no other files are added to the user area, and none of the current files are removed: `xfc predict`
{{<command user=""user"" host=""sci-vm-01"">}}
xfc predict
(out)Quota is predicted to be exceeded on 21 Aug 2019 14:58 by 252.1 GB
(out)Files predicted to be deleted  
(out)user_cache/username/historical/.ftpaccess
(out)user_cache/username/historical/00README_catalogue_and_licence.txt
(out)user_cache/username/historical/day/atmos/day/r1i1p1/COPY_CURRENT_20150326.txt
{{</command>}}
",https://help.jasmin.ac.uk/docs/short-term-project-storage/xfc#using-xfc,4636,549
Example of initial use,"Below is a list of commands the user might use in their initial session with
XFC.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/xfc#example-of-initial-use,82,16
initial setup,"{{<command user=""user"" host=""sci-vm-01"">}}
xfc init
xfc path
xfc email --email=user.name@email.com
xfc notify
{{</command>}}
",https://help.jasmin.ac.uk/docs/short-term-project-storage/xfc#initial-setup,125,13
query the quota,"{{<command user=""user"" host=""sci-vm-01"">}}
xfc quota
xfc predict
xfc schedule
{{</command>}}
",https://help.jasmin.ac.uk/docs/short-term-project-storage/xfc#query-the-quota,93,10
Elastic Tape command-line interface hints,"{{<alert type=""info"">}}
- Information below relates to the Elastic Tape command-line tools. The [JDMA]({{<ref ""jdma"">}}) system provides a better interface for putting/retrieving data into the Elastic Tape System)
- A new system called [NLDS](https://techblog.ceda.ac.uk/2022/03/09/near-line-data-store-intro.html) is coming very shortly (as of Feb 2023) and will eventually replace both of these.
{{</alert>}}
This article explains the return codes of certain Elastic Tape (ET) commands.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints,489,62
et_put.py,"Command-line tool to register large numbers of files for upload to Elastic
Tape
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#et_put.py,80,13
Return codes,"rc 0: normal exit    
rc 1: error in start up parameters    
rc 2: error processing list
{{<alert type=""danger"">}}
When writing data to the ET system, it is very important that data remains in place on disk, in the location where ET expects to find them, until the status of the batch in question has reached `CACHED_SYNCED` or `SYNCED`.  This means that the data have actually been written to tape, but is not the case until that status is shown.
The location where ET expects to find the files will be specified in the `LISTFILE` that the user supplied to the `et_put.py` command, or all files and directories under the `DIR`.  The status of user's batches can be checked by going to the webpage: http://et-monitor.fds.rl.ac.uk/et_user/ET_AlertWatch.php.
You need to be logged into JASMIN to see this webpage, via the
[nx login servers]({{% ref ""graphical-linux-desktop-access-using-nx"" %}}), and use Firefox as the web browser.
Deleting the data from disk prematurely can cause problems for the ET system as a whole (impacting other users) so please be careful with this aspect.
{{</alert>}}
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#return-codes,1095,177
et_get.py,"Command-line tool to download large numbers of files from Elastic Tape
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#et_get.py,71,11
Return codes,"0: normal exit
1: error in start up parameters
2: cannot write to target directory
3: error received during download
4: closed by interrupt (^c probably)
5: completed with ""bad files"" (see list via stderr)
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#return-codes,206,35
et_rm.py,"Command-line tool to delete files from Elastic Tape
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#et_rm.py,52,8
Return codes,"rc 0: normal exit    
rc 1: error in start up parameters    
rc 2: error processing list
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#return-codes,89,16
et_ls.py,"Command-line tool for listing holdings in Elastic Tape
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#et_ls.py,55,8
et_ls.py and grep,"The first character on any data line is the line's type. This allows a script
to know the type of line it is trying to parse
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#et_ls.py-and-grep,125,26
Return codes,"0: normal exit    
1: error in start up parameters or reading config file    
2: requestor is not authorised for the intended workspace    
4: closed by interrupt (^c probably) or as a result of a head/tail command
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#return-codes,215,36
et_transfer_mp,,https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#et_transfer_mp,0,0
Return codes,"0: OK    
1: config error    
2: log directory error   
3: already running    
4: error creating client
",https://help.jasmin.ac.uk/docs/short-term-project-storage/elastic-tape-command-line-interface-hints#return-codes,104,16
XFC client install,"In order to initiate and manage your usage of the XFC (transfer cache)
service, you need to use the XFC client.
Once set up, you don't need to use this client to read/write data to XFC
storage itself, but you can use it to interrogate the system to find out what
data you have stored and how much of your quota(s) you are using.
The following steps should be used to create a python virtual environment and
pip to install the xfc client:
NOTE: do these steps on one of the `sci` (not `xfer`) servers:
  1. Log into one of the sci machines: e.g. `sci-vm-01.jasmin.ac.uk` (1 - 8 is available)
  2. The `xfc` client can be used with Python 3 using jaspy.  
{{<command user=""user"" host=""sci-vm-01"">}}
module load jaspy
{{</command>}}
Setup a virtual environment in your home directory:
{{<command user=""user"" host=""sci-vm-01"">}}
python -m venv ~/xfc_venv
{{</command>}}
  3. The following steps for Python 2 and Python 3 are now the same.
  4. Activate the virtual environment:
{{<command user=""user"" host=""sci-vm-01"">}}
source ~/xfc_venv/bin/activate
{{</command>}}
  5. Download the client software using git to your home directory:
{{<command user=""user"" host=""sci-vm-01"">}}
git clone https://github.com/cedadev/xfc_client.git
{{</command>}}
  6. pip install the xfc client
{{<command user=""user"" host=""sci-vm-01"">}}
pip install -e ~/xfc_client
{{</command>}}
  7. Use xfc on the command line
{{<command user=""user"" host=""sci-vm-01"">}}
xfc -h
{{</command>}}
Users who already have a Python virtual environment can skip step 2 and
install into an existing virtual environment.
The recommendation for users using NLA, XFC and JDMA is to create a single
virtual environment to install all 3 client applications into.
The `xfc` client can be used without activating the python virtualenv by
adding the path to the xfc client to the `$PATH$` environment variable:
{{<command user=""user"" host=""sci-vm-01"">}}
export PATH=""$PATH:~/xfc_venv/bin"" `
echo 'export PATH=""$PATH:~/xfc_venv/bin""' >> ""$HOME/.bashrc""
{{</command>}}
The `xfc` client can now be used by invoking `xfc` from the command line
without activating the virtualenv. **Python 3** users   load jaspy
using the command `module load jaspy`
For instructions on how to use the xfc client, see the article [JASMIN
Transfer Cache (XFC).]({{% ref ""xfc"" %}})
",https://help.jasmin.ac.uk/docs/short-term-project-storage/install-xfc-client#xfc-client-install,2305,341
Secondary copy using Elastic Tape,"{{<alert type=""info"">}}
- Information below relates to the Elastic Tape command-line tools. The [JDMA]({{% ref ""jdma"" %}}) system provides a better interface for putting/retrieving data into the Elastic Tape System)
- A new system called [NLDS](https://techblog.ceda.ac.uk/2022/03/09/near-line-data-store-intro.html) is coming very shortly (as of Feb 2023) and will eventually replace both of these.
{{</alert>}}
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape,413,52
Introduction,"Elastic Tape is a system developed for use with JASMIN Group Workspaces
(GWSs), enabling the Group Workspace Manager to:
- Optimise their use of high-performance online disk by moving data to and from cheaper near-line storage
- Create and manage secondary copies of GWS data
At present, the system is designed only to be used by GWS Managers, rather
than individual members of a GWS. It is the responsibility of a GWS Manager to
create and manage backups or additional copies of data in a GWS.  
The servers used to access Elastic Tape changed in January 2021.
Previous users should note that the server to use now is `et.jasmin.ac.uk`.
**The maximum size for any file put into Elastic Tape is 500GB.  This changed in 2023, when the underlying tape system was upgraded.  Please limit your files to less than 500GB.**
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#introduction,818,140
Who can use ET?,"ET is only for use by the named GWS manager, i.e. the individual responsible for managing the GWS disk space. The high-performance disk space used for a GWS is a valuable commodity and the role of the GWS Manager involves making best use of the online space. This may mean moving data to tape to free up space online, or taking a copy of online data to make a secondary copy. **No undertaking is provided that the secondary copy will exist beyond the lifetime of the Group Workspace itself, hence it is called a secondary copy and not a backup. It is also NOT long-term archive storage:** some data in GWSs may need to be earmarked for longer-term archive storage and wider availability via the CEDA Archive, but this is a **separate process** for which data management plans, ingest processes and metadata need to be put in place. Please contact the helpdesk if this is the case, but ideally this needs to be considered at project design phase (as it may need funding!).
Each GWS has a quota of online disk space (agreed at the time of its creation) and initially the ET quota has been set to the same value. So if you have a 10 Tb workspace, you initially have a 10Tb quota of ET storage to match.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#who-can-use-et?,1200,220
How does it work?,"Putting data into ET storage involves creating a ""batch"" of data which is
transferred to the ET system. Using either a file list or top-level directory
for reference, the system calculates resources needed and creates a batch,
identified by a batch ID. This must be retained by the GWS manager as a
""ticket"" for later retrieval of this batch of data. It is recommended that you
assess the data that you plan to transfer so that you have an idea of the
overall volume to be transferred before initiating any actual transfer jobs.
It is also recommended to test operation with a small set of test data.
Transparent to the user, and asynchronously (so it is not necessary to wait
with a terminal window open), the data are transferred first to online cache
and then to tape storage. It is not an instant process and the task of
migrating data from online cache to tape can take several hours, even days,
depending on factors such as the size of the transfer, contention for the tape
system and network conditions. An RSS feed and a web page provide updates on
the process of data transfer for each batch. Data can later be retrieved, or
removed from ET storage via similar tools.
The transfer of data via a batch involves the ""registration"" of each file in a
database so that its existence is recorded.
Command line tools are provided on a dedicated machine within the JASMIN
infrastructure, to which GWS managers will be given access. A GWS manager has
access to the python tools `et_put.py`, `et_get.py`, `et_rm.py` and
`et_ls.py`. Some initial documentation for these command line tools is
attached.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#how-does-it-work?,1600,277
What should I do next?,"It is recommended to try sending **and retrieving** some small data transfers
(a few Gb) at first using the documentation below, but the system has been
designed to cope with storing entire GWSs. You will need ssh login access to
`et.jasmin.ac.uk` first. This should have been arranged for you as part of the 
GWS setup process. If not, please contact the JASMIN helpdesk. Once
there, you should be able to see your group workspace and try out the commands
on a small set of test data.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#what-should-i-do-next?,486,86
System overview,"Elastic Tape provides the ability to create ""batches"" of files which are then
sent to the storage system, initially to an online disk cache before being
written to near-line tape. Batches can later be retrieved, or removed. An
alert system provides the user with the ability to monitor the progress of
transfer jobs.
The system comprises:
- A command-line interface on a client machine
- A backend system, consisting of 
  - I/O servers connected to an online disk cache and database
  - A near-line tape system
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#system-overview,512,86
Configuration file,"As a GWS manager, you will normally be responsible for one or more GWSs. The
GWS with which you wish to work using ET needs to be specified either in a
configuration file in your home directory, or by specifying the workspace as
an option in the command line interface.
Certain default settings are set in a system-wide config file at
`/etc/et_config`.
If needed, you need to create a small text file in your home directory named
`.et_config`, which contains the following, replacing ""myworkspace"" with the
name of your default workspace:
[Batch]
Workspace = myworkspace
`myworkspace` should just be the short name of the workspace, not the full
path to it.
The workspace specified in any command-line option overrides that specified in
the user's (`~/.et_config`) config file, which in turn overrides that
specified in the system (`/etc/et_config`) config file.
Please **REMOVE** any previous reference to host and port from your individual
`~/.et_config file`. This setting is now set from the system /etc/et_config
file.
Further configuration options are available in the `[DIRECTORY]` section of
the file, see the system-wide file /etc/et_config for examples. The main
parameter for which you may wish to override the default is:
outputLevel = workspace|batch|file
although these can be over-ridden at the command line anyway. See `et_ls.py`
command documentation below for the meaning of these options.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#configuration-file,1408,219
User interface,"Please note that NOT ALL features of the currently-implemented user interface
are described here, however we would recommend that users limit their usage to
those features described below.
The user interface consists of the following components:
- **et_put.py** Put data onto tape
- **et_get.py** Retrieve data from tape
- **et_rm.py** Remove data from tape
- **et_ls.py** List data holdings on tape
- **Alerts** Get information about processes and holdings via web interface
The commands are available on host `et.jasmin.ac.uk`. As a GWS manager you
should have been granted login access to this machine using your JASMIN
account, however if accessing the host from outside the RAL network you will
need to use one of the login gateways `login*.jasmin.ac.uk`. Use the -A option or
equivalent for agent forwarding in ssh. STFC users may use the STFC VPN to
connect to `et.jasmin.ac.uk` as if it were a local connection.
{{<alert type=""danger"">}}
When writing data to the ET system, it is very important that data remains in place on disk, in the location where ET expects to find them, until the status of the batch in question has reached `CACHED_SYNCED` or `SYNCED`.  This means that the data have actually been written to tape, but is not the case until that status is shown.
The location where ET expects to find the files will be specified in the `LISTFILE` that the user supplied to the `et_put.py` command, or all files and directories under the `DIR`.  The status of user's batches can be checked by going to the webpage: http://et-monitor.fds.rl.ac.uk/et_user/ET_AlertWatch.php. You need to be logged into JASMIN to see this webpage, via the [nx-login servers]({{% ref ""graphical-linux-desktop-access-using-nx"" %}}), and use Firefox as the web browser.
Deleting the data from disk prematurely can cause problems for the ET system as a whole (impacting other users) so please be careful with this aspect.
{{</alert>}}
* * *
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#user-interface,1932,310
et_put.py,"Put data onto tape.
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#et_put.py,20,4
Synopsis,"et_put.py [-v] [-l LOGFILE] [-w WORKSPACE] [-c] [-t one-word-tag] [ -f LISTFILE | DIR ]
",https://help.jasmin.ac.uk/docs/short-term-project-storage/secondary-copy-using-elastic-tape#synopsis,88,15
