title,contents,page_url,char_count,word_count
Transfers to/from JASMIN,,https://help.jasmin.ac.uk/docs/data-transfer/data-transfer-overview#transfers-to/from-jasmin,0,0
1\. Transfers initiated from JASMIN,"When initiating a transfer from a transfer server on JASMIN you would usually
start by logging on to the server (via SSH). Once you are logged in you can
initiate a connection to the outside world in order to push/pull the data you
require.
",https://help.jasmin.ac.uk/docs/data-transfer/data-transfer-overview#1\.-transfers-initiated-from-jasmin,241,44
2\. Transfers initiated from elsewhere,"When initiating a transfer from elsewhere you will transfer data files to/from
a source machine (which may be inside or outside JASMIN) to the transfer
server.
",https://help.jasmin.ac.uk/docs/data-transfer/data-transfer-overview#2\.-transfers-initiated-from-elsewhere,160,26
Transfer directories,"You will typically transfer data to/from a Group Workspace that you have been
granted access to. If you are copying data from JASMIN you might want to copy
data from the CEDA archive (mounted on JASMIN) to a remote site. You might
also wish to copy small volumes of data to/from your $HOME directory. All of
these locations are available on the transfer servers.
",https://help.jasmin.ac.uk/docs/data-transfer/data-transfer-overview#transfer-directories,363,64
JASMIN Transfer servers,"JASMIN provides specific [servers for managing data transfers]({{< ref
""transfer-servers"" >}}). Please read about the different servers available for
particular data transfer needs, and about the various [data transfer
tools]({{< ref ""data-transfer-tools"" >}}) available.
",https://help.jasmin.ac.uk/docs/data-transfer/data-transfer-overview#jasmin-transfer-servers,272,34
Improving your transfer rates,"To achieve better transfer rates, for large transfers or where speed and reliability are important, you are recommended to:
- use the {{<link ""globus-transfers-with-jasmin"">}}Globus data transfer service{{</link>}} (recommended), or
- use the high-performance data transfer servers ({{<link ""hpxfer-access-role"">}}hpxfer access role required{{</link>}})
- use other parallel-capable transfer tools such as bbcp, lftp (parallel-capable ftp client), or gridftp: see {{<link ""data-transfer-tools"">}}Data transfer tools{{</link>}}
Transfer rates depend on many factors, so try to consider all of these:
- **do you really need to transfer some/all of the data?**
  - is the data in the CEDA Archive already (don't copy it, if so, just process it in-place!)
  - can your workflow deal with processing just smaller ""chunks"" at a time (streaming)?
  - do you really need to have/keep all the source data, if it's stored somewhere else?
- **the network path all the way from where the source data resides, to the destination file system**
  - high-performance data transfer tools are great, but is the ""last mile"" over WiFi to your laptop?
  - what is the length of the network path? If it's international or intercontinental, SSH-based methods won't work well. Consider Globus.
- **the host at each end**
  - what sort of host is it (laptop, departmental server, virtual machine, physical machine) and what is its network connectivity?
- **the file systems at each end**
  - not all file systems perform the same, for given types of data or transfer methods
- **the size and number of files involved**
  - large numbers of small files can take a long time to transfer
  - are the data in deep directory trees? These can take a long time to recreate on the destination file system
  - consider creating a tar/zip archive to transfer fewer but larger files, or at least a method that copes well with many files in parallel or ""in flight"" at once.
- **checking data integrity**
  - some methods will verify data integrity at source and destination to ensure integrity. This can be resource-heavy and slow.
- **time of day**
  - would scheduling your transfer to happen at quieter times, mean that it completes more efficiently and/or without impacting others? Consider source and destination time zones!
",https://help.jasmin.ac.uk/docs/data-transfer/data-transfer-overview#improving-your-transfer-rates,2293,364
Data Transfer Tools,"This article lists the data transfer tools available on JASMIN and provides
links to articles that describe them in more detail.
",https://help.jasmin.ac.uk/docs/data-transfer/data-transfer-tools,129,21
Data Transfer tools,"The are many tools that you can use for transferring data to/from JASMIN. See
the articles linked below for more details.
Tool | Info
---|---
{{<link ""globus-transfers-with-jasmin"">}}Globus{{</link>}} | An efficient, secure data transfer service available to all JASMIN users **(recommended)**. Includes capability to schedule, repeat and orchestrate transfers between third-party hosts and receive notifications of job status. Has web and command-line interfaces. Efficient for moving large volumes and/or numbers of files, especially over long distances.
[scp]({{< ref ""rsync-scp-sftp"" >}}) |  A basic transfer tool that works over the SSH protocol. Similar to ""cp"" but copies between remote servers.  
[rsync (over SSH)]({{< ref ""rsync-scp-sftp"" >}})  |  Like scp but slightly more sophisticated. Allows synchronisation between remote directory trees.  
[sftp]({{< ref ""rsync-scp-sftp"" >}}) |  SSH FTP - works over SSH.  
[bbcp]({{< ref ""bbcp"" >}}) |  A command-line tool that allows the user to specify parallel transfer over multiple streams, using SSH authentication.
[GridFTP (over SSH)]({{< ref ""gridftp-ssh-auth"" >}}) |  An old but comprehensive data transfer tool. Highly configurable and able to transfer over multiple parallel streams. Used over SSH in this case. Superceded by {{<link ""globus-transfers-with-jasmin"">}}Globus{{</link>}}
[GridFTP (certificate-based)]({{< ref ""gridftp-cert-based-auth"" >}}) |  As above, but using certificate-based authentication instead of SSH credentials. Efficient for moving large volumes and/or numbers of files, especially over long distances.  Superceded by {{<link ""globus-transfers-with-jasmin"">}}Globus{{</link>}} 
[FTP]({{< ref ""ftp-and-lftp"" >}}) |  File Transfer Protocol. An aged transfer protocol suitable for small file transfers but limited.
[LFTP]({{< ref ""ftp-and-lftp"" >}}) |  Parallel-capable FTP client.  
wget, curl  |  Download tools for accessing resources over HTTP primarily. (see 3rd party documentation)
[sharing GWS data via http]({{< ref ""share-gws-data-via-http"" >}}) | for exposing part(s) of a Group Workspace via HTTP to users without JASMIN accounts.
Python transfer tools  |  Methods of managing/scripting data transfer tasks using Python. You can use libraries such as `requests` in a Python 3 virtual environment on the transfer servers.  
{{<link ""../mass/external-access-to-mass-faq"">}}MASS client (Met Office){{</link>}}|  A specific command-line tool installed on the mass-cli1.ceda.ac.uk server on JASMIN. Enables extractions from the Met Office MASS Archive directly on to OPeNDAP  |  A transfer protocol for extracting subsets of files from a remote server (over HTTP)  
[rclone]({{< ref ""rclone"" >}}) |  A 3rd party, open-source command-line utility which can interface to, and synchronise data between, a wide variety of cloud and other storage backends, such as Google Drive and AWS S3 compatible object stores. It can also sync data over SSH.   This utility is not installed on JASMIN but is well-documented and trivial for users to download and configure themselves on one of the [data transfer servers]({{< ref ""transfer-servers"" >}})) **Please note [install instructions](../rclone/#installing-rclone-for-yourself-on-jasmin), and [dos and don'ts](../rclone/#dos-and-donts) for rclone on JASMIN**.
{.table .table-striped}
",https://help.jasmin.ac.uk/docs/data-transfer/data-transfer-tools#data-transfer-tools,3318,442
'ftp and lftp',"This article provides information about FTP (File Transfer Protocol) as a data
transfer tool. In particular:
- what is FTP?
- where and how can I use FTP on JASMIN?
- what are its limitations?
",https://help.jasmin.ac.uk/docs/data-transfer/ftp-and-lftp,193,35
What is FTP?,"[FTP](https://en.wikipedia.org/wiki/File_Transfer_Protocol) is a well-established
transfer protocol enabling connections from a client to download
files from, or upload files to, a server, although limited in security. A wide variety of client tools are
available to the user, 2 implementations of which are available on the JASMIN
transfer servers, although no server is provided. `ftp` is also the name of
the basic FTP client program, see below.
",https://help.jasmin.ac.uk/docs/data-transfer/ftp-and-lftp#what-is-ftp?,449,65
Where and how can I use FTP on JASMIN?,"FTP can only be used as a client on JASMIN, to pull data from external FTP
servers to local storage on JASMIN, for example a Group Workspace or your home
directory. **There is no FTP server within JASMIN providing the ability to
upload files to these locations.** Please use an alternative, more secure
method instead. See other [Data Transfer Tools]({{< ref ""data-transfer-tools"">}}) such as [scp/rsync/sftp]({{< ref ""rsync-scp-sftp"">}}), [bbcp]({{< ref ""bbcp"" >}}) or GridFTP ([over SSH]({{< ref ""gridftp-ssh-auth"" >}}), [certificate-based]({{< ref ""gridftp-cert-based-auth"" >}}) or using [Globus Online]({{< ref ""globus-transfers-with-jasmin"">}}))
On the [transfer servers]({{< ref ""transfer-servers"" >}}), you can use one of
the installed FTP clients to download data from elsewhere. These are:
- `ftp` basic ftp client. Usage details
- `lftp` parallel-capable ftp client. Usage details
CEDA however runs 2 FTP servers within the JASMIN environment providing
download-only access to the CEDA archive. Access to these is controlled by
your CEDA account and any dataset-specific privileges which are associated
with that account.
",https://help.jasmin.ac.uk/docs/data-transfer/ftp-and-lftp#where-and-how-can-i-use-ftp-on-jasmin?,1132,161
What are its limitations?,"- FTP was never designed as a secure protocol and has [several limitations](https://en.wikipedia.org/wiki/File_Transfer_Protocol#Security) affecting how it can be used safely within an environment like JASMIN.
- Some external sites offer anonymous FTP download. In this case, no username or password needs to be exchanged and (as long as the data resources do not need to be protected in any way) this can provide a simple but effective data transfer method.
- Few external sites now provide FTP access to protected data resources, hence many data-intensive institutions are now focussing on more sophisticated data delivery methods which can meet the demands of security and performance in a multi-user environment.
",https://help.jasmin.ac.uk/docs/data-transfer/ftp-and-lftp#what-are-its-limitations?,717,108
Basic client usage: ftp,"The `ftp` client is available on the transfer servers `xfer[123].jasmin.ac.uk`
Example 1: Downloading a file to a location on JASMIN from a remote FTP
server.
This involves setting up an interactive client session. Once logged in (in
this case, using anonymous FTP), you use FTP commands to interact with the
remote server and locate and download the data you require. The session is
terminated with `bye`.
{{<command user=""user"" host=""xfer1"">}}
ftp someserver.somesite.ac.uk
(out)Trying 123.456.78.123...
(out)Connected to someserver.somesite.ac.uk (123.456.78.123).
(out)220----------------------------------------------------------------------------
(out)220-Welcome message from somesite.ac.uk
(out)220----------------------------------------------------------------------------
(out)220 
(out)Name (123.456.78.123:username): anonymous
(out)331 Please specify the password.
(out)Password:
{{</command>}}
Once connected, the prompt changes to `ftp>`:
{{<command prompt=""ftp>"">}}
(out)230 Login successful.
Remote system type is UNIX.
(out)Using binary mode to transfer files.
cd /sites/pub/testdir/
(out)(out)(out)250-
250-This is the somesite ftp repository.
250-
(out)250 Directory successfully changed.
get md5.sum
(out)local: md5.sum remote: md5.sum
(out)227 Entering Passive Mode.
(out)150 Opening BINARY mode data connection for md5.sum (45 bytes).
(out)226 Transfer complete.
(out)45 bytes received in 0.00267 secs (16.83 Kbytes/sec)
bye
(out)221 Goodbye.
{{</command>}}
Full details of commands available within an interactive session with the
`ftp` client are available via the man page (`man ftp`).
",https://help.jasmin.ac.uk/docs/data-transfer/ftp-and-lftp#basic-client-usage:-ftp,1612,187
Parallel-capable client usage: lftp,"The alternative client `lftp` is less verbose, but the basic workflow is the
same.
{{<command user=""user"" host=""xfer1"">}}
lftp someserver.somesite.ac.uk
{{</command>}}
Once connected, the prompt changes to `lftp` and the name of the remote server:
{{<command prompt=""lftp someserver.somesite.ac.uk:~>"">}}
cd /sites/pub/testdir
(out)cd ok, cwd=/sites/pub/testdir/
get md5.sum
(out)45 bytes transferred
bye
{{</command>}}
The interactive shell provided by `lftp` also benefits from tab completion and
use of up/down arrows for command history.
In fact, lftp can also be used as an SFTP client, with the added benefit that
it can handle multiple SFTP transfers in parallel.
In the following example, we connect to a remote SFTP server using the `sftp://`
syntax. Once logged in to the remote server, the prompt changes and you can
enter lftp-specific commands like `mirror`, in this case with `-P 4` as the option
to use 4 `sftp` processes in parallel. Try other values but please consider
other users so a suggested limit is 16.
{{<command user=""user"" host=""xfer1"">}}
lftp sftp://username@someserver.somesite.ac.uk
Password: (enter password when prompted)
{{</command>}}
{{<command prompt=""lftp username@ftp.cnag.cat:~>"">}}
mirror -P 4 sourcedata
bye
{{</command>}}
Note that if you're connecting **_to_** a JASMIN transfer server in this way,
then you would need to make your JASMIN private key available in an ssh agent
locally, and you would not be prompted for the password.
",https://help.jasmin.ac.uk/docs/data-transfer/ftp-and-lftp#parallel-capable-client-usage:-lftp,1477,213
'Globus Command-Line Interface',"{{<alert type=""info"">}}
Updated for new JASMIN Default Collection (replaces previous JASMIN Globus Endpoint)
{{</alert>}}
Please read {{<link ""globus-transfers-with-jasmin""/>}} first for a wider introduction to Globus on JASMIN.
This article describes
- how to transfer data using the Globus Command Line Interface. It covers:
  - how an end-user can set up their host (laptop, desktop or home directory on their departmental server) with the Globus Command-Line Interface (CLI)
  - examples of common tasks using the CLI
It is not necessary to use the Globus CLI on a JASMIN server: it is a tool
that you can use anywhere (for example your own desktop/laptop) to interact
with the Globus service, to orchestrate a transfer between 2 endpoints (collections, in new Globus terminology). The
CLI is not centrally installed on JASMIN, and does not need to be in the same
place as either of the 2 collections involved in the transfer. You could use the CLI on your own
laptop/desktop, even if the 2 collections were 2 institutional Globus collections
on opposite sides of the world. You could of course decide to install the CLI
in your home directory on JASMIN if that were useful as part of your
processing/data transfer workflow.
The [Globus CLI is fully documented here](https://docs.globus.org/cli/) with
[examples](https://docs.globus.org/cli/examples/). It provides a command-line
interface for managed transfers via the Globus cloud-based transfer service,
which usually achieves the best possible transfer rate over a given route
compared to other methods. Typically this will be significantly faster than
can be achieved over scp, rsync or sftp transfers, particularly if the
physical network path is long.
The Globus CLI is designed for use either interactively within an interactive
shell or in scripts. An alternative [Python software development kit
(SDK)](https://globus-sdk-python.readthedocs.io/en/stable/) is also available
and should be considered for more sophisticated workflows.
Alternatively, the Globus web interface at <https://app.globus.org> can be
used as an easy-to-use interface to orchestrate transfers interactively.
Whichever method is used: CLI, SDK or web interface, transfers are invoked as
asynchronous, managed tasks which can then be monitored, and if need be set to
retry automatically until some pre-set deadline.
",https://help.jasmin.ac.uk/docs/data-transfer/globus-command-line-interface,2351,347
Prerequisites,"- Linux environment with normal user privileges, **or**
- Mac environment with ability to install applications, **or**
- Windows environment with ability to install applications
- Python environment for that platform, with ability to create virtual environments (to enable installation of additional packages)
- For use of the JASMIN Default Collection: 
  - An active JASMIN user account, with “jasmin-login” role
- You may also wish to [set up your own Globus endpoint using Globus Connect Personal]({{< ref ""globus-connect-personal"" >}}), though this is not needed for these examples.
",https://help.jasmin.ac.uk/docs/data-transfer/globus-command-line-interface#prerequisites,588,87
Initial Setup,,https://help.jasmin.ac.uk/docs/data-transfer/globus-command-line-interface#initial-setup,0,0
Get a Globus identity,"Go to https://app.globus.org and either:
- choose one of the listed identity providers (e.g. GitHub, Google, ...)
- follow the link at the bottom to ""use Globus ID to sign in""
See also https://docs.globus.org/how-to/get-started/
",https://help.jasmin.ac.uk/docs/data-transfer/globus-command-line-interface#get-a-globus-identity,229,34
Set up the Globus CLI on your machine,"Do the following on your own (local) machine.
Make a Python virtual environment and activate it:
{{<command host=""localhost"" user=""localuser"">}}
python3 -m venv ./venv
source ./venv/bin/activate
{{</command>}}
Download the Globus CLI and install it into the virtual environment ( `venv`).
{{<command host=""localhost"" user=""localuser"">}}
pip install globus-cli
{{</command>}}
Try the `globus login` command. The first time you run this, you will be
prompted to authorise the Globus CLI to carry out operations on behalf of your
Globus ID. The URL will open in your default browser, where you should
authenticate with your Globus ID credentials. If you prefer, you can
copy/paste the URL from the command-line to a browser of your choice. Either
way, you then need to click ""Allow"" in the browser window, then copy/paste the
resulting ""Native App Authorization Code"" back to the terminal window where
you issued the `globus login` command:
{{<command host=""localhost"" user=""localuser"">}}
globus login --no-local-server
(out)Please authenticate with Globus here:
(out)------------------------------------
(out)https://auth.globus.org/v2/oauth2/authorize?client_id=abc1234-9c3c-4ad42-be31-8d6c87101239014&redirect_uri=https%3A%2F%2Fauth.globus.org%2Fv2%2Fweb%2Fauth-code&scope=openid+profile+email+urn%3Aglobus%3Aauth%3Ascope%3Aauth.globus.org%3Aview_identity_set+urn%3Aglobus%3Aauth%3Ascope%3Atransfer.api.globus.org%3Aall+urn%3Aglobus%3Aauth%3Ascope%3Agroups.api.globus.org%3Aall+urn%3Aglobus%3Aauth%3Ascope%3Asearch.api.globus.org%3Aall&state=_default&response_type=code&access_type=offline&prompt=login
(out)------------------------------------ 
(out)Enter the resulting Authorization Code here:
{{</command>}}
You should then see the following:
{{<command>}}
(out)You have successfully logged in to the Globus CLI!
(out)
(out)You can check your primary identity with
(out)  globus whoami
(out)
(out)For information on which of your identities are in session use
(out)  globus session show
(out)Logout of the Globus CLI with
(out)  globus logout
{{</command>}}
You can now use the Globus CLI commands as listed by the following command:
{{<command>}}
globus  --help
(out)  Usage: globus [OPTIONS] COMMAND [ARGS]...
(out)  
(out)    Interact with Globus from the command line
(out)  
(out)    All `globus` subcommands support `--help` documentation.
(out)  
(out)    Use `globus login` to get started!
(out)  
(out)    The documentation is also online at https://docs.globus.org/cli/
(out)  
(out)  Options:
(out)    -v, --verbose                  Control level of output
(out)    -h, --help                     Show this message and exit.
(out)    -F, --format [unix|json|text]  Output format for stdout. Defaults to text
(out)    --jmespath, --jq TEXT          A JMESPath expression to apply to json
(out)                                    output. Takes precedence over any specified '
(out)                                    --format' and forces the format to be json
(out)                                    processed by this expression
(out)    --map-http-status TEXT         Map HTTP statuses to any of these exit codes:
(out)                                    0,1,50-99. e.g. ""404=50,403=51""
(out)  
(out)  Commands:
(out)    bookmark        Manage endpoint bookmarks
(out)    collection      Manage your Collections
(out)    delete          Submit a delete task (asynchronous)
(out)    endpoint        Manage Globus endpoint definitions
(out)    get-identities  Lookup Globus Auth Identities
(out)    group           Manage Globus Groups
(out)    list-commands   List all CLI Commands
(out)    login           Log into Globus to get credentials for the Globus CLI
(out)    logout          Logout of the Globus CLI
(out)    ls              List endpoint directory contents
(out)    mkdir           Create a directory on an endpoint
(out)    rename          Rename a file or directory on an endpoint
(out)    rm              Delete a single path; wait for it to complete
(out)    search          Use Globus Search to store and query for data
(out)    session         Manage your CLI auth session
(out)    task            Manage asynchronous tasks
(out)    transfer        Submit a transfer task (asynchronous)
(out)    update          Update the Globus CLI to its  latest version
(out)    version         Show the version and exit
(out)    whoami          Show the currently logged-in identity
{{</command>}}
",https://help.jasmin.ac.uk/docs/data-transfer/globus-command-line-interface#set-up-the-globus-cli-on-your-machine,4417,503
